loan_id,applicant_age,marriage,education,job_tenure_months,monthly_income_cny,company_age_years,industry_l1,scale,region,current_ratio,debt_ratio,roe,revenue_yoy,net_margin,loan_amount_wan,term_months,rate_pct,collateral_type,purpose,credit_score,past_overdue_count_1y,current_overdue_count,guarantee_times_1y,query_times_3m,bank_balance_stddev_3m,large_debit_count_1m,cross_province_count_1m,days_past_due
L000169,35,已婚,本科,84,64083,,,,华东,,,,,,24.91,48,5.96,信用,消费,746,0,0,1,5,0.08,1,1,0
L000170,36,未婚,高中及以下,19,45852,28.2,制造业,小型,华南,3.22,0.47,15.77,8.01,16.81,699.74,6,5.02,抵押,原材料采购,847,0,0,1,1,0.20,2,1,0
L000171,48,未婚,大专,84,20952,,,,华东,,,,,,119.42,3,6.38,信用,流动资金,760,0,0,1,2,0.08,3,0,0
L000172,55,未婚,高中及以下,27,43036,,,,华南,,,,,,173.12,3,6.26,抵押,经营周转,889,0,0,0,1,0.11,1,2,0
L000173,23,已婚,大专,30,19421,16.4,采矿业,小型,华中,1.16,0.62,9.30,1.17,0.78,632.98,18,11.21,保证,原材料采购,642,1,0,2,10,0.29,5,2,20
L000174,39,未婚,大专,0,71913,,,,西南,,,,,,188.37,36,7.36,保证,装修,718,0,0,1,1,0.10,2,2,0
L000175,52,未婚,高中及以下,0,13994,5.1,住宿餐饮,中型,华南,2.12,0.29,12.83,20.66,10.23,1693.18,9,6.94,抵押,技术改造,764,0,0,0,1,0.11,0,0,0
L000176,62,未婚,本科,111,10677,,,,华中,,,,,,167.13,48,14.32,信用,流动资金,570,4,0,6,13,0.37,13,9,57
L000177,53,离异,大专,112,29090,0.7,批发零售,小型,华东,2.62,0.34,10.78,23.43,14.63,818.88,12,6.00,保证,经营周转,700,0,0,0,2,0.09,0,2,0
L000178,40,已婚,大专,63,16319,15.0,批发零售,小型,西南,1.58,0.46,11.67,-2.95,1.25,466.50,3,6.90,保证,原材料采购,695,2,0,3,5,0.36,3,1,26
L000179,39,未婚,高中及以下,27,26038,,,,西南,,,,,,251.05,6,8.31,信用,装修,659,2,0,2,3,0.36,3,0,2
L000180,32,未婚,高中及以下,66,75494,,,,华北,,,,,,58.13,18,4.94,抵押,装修,724,0,0,0,3,0.11,2,1,2
L000181,52,未婚,高中及以下,64,17497,10.5,教育,中型,华中,0.99,0.57,1.85,3.41,1.07,513.45,36,10.73,信用,技术改造,621,1,0,3,5,0.15,1,4,1
L000182,58,已婚,高中及以下,22,23310,25.0,金融业,小型,华南,0.99,0.50,3.55,-3.42,3.67,50.68,30,10.40,信用,经营周转,617,1,0,3,9,0.29,8,1,25
L000183,40,已婚,大专,106,6666,4.3,科学研究,小型,东北,1.27,0.48,6.85,10.91,6.58,549.53,24,6.29,抵押,应收账款融资,608,2,1,1,10,0.32,3,4,30
L000184,45,未婚,高中及以下,98,13679,,,,华北,,,,,,224.28,36,17.56,信用,消费,618,1,1,6,5,0.44,15,8,45
L000185,28,未婚,大专,24,38749,23.9,信息技术,小型,华东,2.82,0.39,18.20,28.34,23.34,1145.15,48,5.15,保证,应收账款融资,834,0,0,0,4,0.16,3,2,0
L000186,22,未婚,硕士,0,50894,,,,华北,,,,,,198.75,24,7.44,抵押,经营周转,796,0,0,1,2,0.19,3,1,0
L000187,24,已婚,高中及以下,50,7622,,,,华南,,,,,,100.59,36,17.34,信用,经营周转,535,5,2,5,14,0.67,6,3,42
L000188,58,已婚,本科,164,74374,,,,华南,,,,,,177.16,12,6.98,抵押,消费,879,0,0,0,4,0.15,0,2,0
L000189,25,未婚,博士,142,19381,13.2,居民服务,小型,华东,1.17,0.61,8.94,3.70,2.63,428.60,18,10.57,保证,设备购置,667,0,0,1,7,0.28,4,1,21
L000190,65,离异,高中及以下,44,56365,,,,华南,,,,,,76.18,36,6.12,信用,装修,888,0,0,0,0,0.09,3,1,5
L000191,31,未婚,本科,72,19157,,,,西北,,,,,,262.59,36,12.75,信用,经营周转,579,2,1,1,18,0.39,14,7,32
L000192,64,已婚,大专,70,55774,,,,华东,,,,,,42.36,9,3.71,保证,消费,754,0,0,1,4,0.12,1,2,0
L000193,46,未婚,本科,107,19927,,,,华东,,,,,,71.68,60,11.56,抵押,装修,716,2,0,0,2,0.22,7,1,10
L000194,39,离异,大专,27,71264,24.5,制造业,小型,东北,2.06,0.25,23.25,21.42,9.49,826.19,60,6.99,保证,技术改造,740,0,0,1,2,0.14,1,2,0
L000195,41,未婚,本科,104,73448,,,,西南,,,,,,134.68,18,4.77,保证,消费,854,0,0,0,1,0.15,1,0,0
L000196,31,未婚,高中及以下,31,6548,18.6,批发零售,小型,西南,0.67,0.73,-1.25,-17.43,0.32,502.77,36,13.75,保证,设备购置,503,3,1,4,9,0.48,14,6,62
L000197,64,丧偶,本科,164,78965,15.0,批发零售,小型,东北,1.99,0.34,8.71,23.38,14.47,694.51,36,5.88,保证,应收账款融资,757,0,0,0,2,0.19,1,2,0
L000198,46,未婚,大专,106,11549,12.2,批发零售,中型,华南,2.42,0.35,18.42,6.36,16.79,370.26,48,3.86,保证,设备购置,710,0,0,0,4,0.13,0,2,0
L000199,34,离异,高中及以下,27,15239,,,,华东,,,,,,223.98,12,15.07,抵押,流动资金,517,4,1,3,12,0.31,11,11,63
L000200,31,已婚,本科,124,15489,23.2,建筑业,中型,华南,1.03,0.49,2.43,5.56,2.53,485.71,60,10.84,保证,技术改造,670,1,0,1,7,0.29,3,1,19
L000201,33,已婚,本科,155,21674,9.3,金融业,小型,东北,1.22,0.51,8.07,5.28,6.92,615.22,18,11.80,信用,原材料采购,656,0,0,1,10,0.22,4,0,3
L000202,29,未婚,高中及以下,82,18176,21.0,住宿餐饮,小型,华北,1.42,0.66,11.85,2.09,6.89,937.20,48,8.56,信用,原材料采购,714,1,0,3,10,0.17,8,1,20
L000203,40,丧偶,高中及以下,129,16490,24.1,电力燃气,小型,东北,2.17,0.40,18.84,5.28,11.42,635.09,24,4.70,保证,流动资金,844,0,0,1,3,0.17,1,2,0
L000204,65,已婚,大专,70,10560,5.1,建筑业,中型,华东,3.29,0.36,21.84,28.19,8.95,1090.04,24,5.72,抵押,经营周转,845,0,0,0,6,0.08,2,1,0
L000205,56,离异,大专,8,26614,,,,西南,,,,,,216.00,12,7.63,抵押,装修,645,0,0,2,2,0.23,7,5,27
L000206,54,已婚,大专,103,9000,27.7,交通运输,小型,华东,0.69,0.94,-6.41,-14.23,-1.86,1079.73,3,20.43,信用,经营周转,427,5,1,7,11,1.04,10,19,130
L000207,23,未婚,高中及以下,94,6677,,,,华南,,,,,,105.96,12,12.18,抵押,消费,576,1,1,4,5,0.34,14,6,20
L000208,37,已婚,高中及以下,32,72241,2.0,制造业,大型,华北,1.60,0.33,9.46,14.80,19.98,1793.42,30,5.97,抵押,设备购置,838,0,0,1,2,0.07,2,2,0
L000209,63,未婚,大专,64,26527,,,,华中,,,,,,275.17,24,10.73,信用,流动资金,718,1,0,0,9,0.17,5,5,3
L000210,28,已婚,本科,95,15702,2.6,批发零售,小型,华北,2.68,0.28,12.14,8.98,16.20,225.51,12,6.64,保证,原材料采购,818,0,0,1,6,0.10,1,2,0
L000211,57,已婚,大专,41,51074,,,,华中,,,,,,123.32,48,5.48,保证,消费,719,0,0,1,0,0.14,3,1,0
L000212,56,已婚,大专,107,40195,,,,华东,,,,,,176.71,9,7.17,信用,经营周转,893,0,0,0,6,0.07,1,1,5
L000213,57,离异,大专,124,24937,,,,西南,,,,,,84.91,30,5.12,保证,装修,803,0,0,1,0,0.11,0,0,0
L000214,30,已婚,高中及以下,0,9130,14.9,建筑业,大型,西南,1.67,0.42,15.07,16.40,21.41,1248.42,18,5.32,保证,技术改造,798,0,0,1,6,0.11,2,2,0
L000215,58,已婚,硕士,0,16147,20.9,制造业,中型,华北,3.47,0.54,21.24,16.62,9.33,1790.84,12,6.02,保证,应收账款融资,701,0,0,0,5,0.13,3,2,0
L000216,54,离异,大专,27,13287,,,,华南,,,,,,293.66,6,6.21,信用,经营周转,639,2,0,2,10,0.34,8,3,19
L000217,53,已婚,大专,84,17542,,,,华南,,,,,,172.99,3,5.92,信用,装修,848,0,0,0,5,0.20,0,1,0
L000218,27,离异,大专,27,67164,22.7,建筑业,小型,东北,2.82,0.45,10.84,19.44,22.31,203.22,3,3.71,保证,技术改造,900,0,0,1,1,0.17,0,1,0
L000219,40,离异,大专,4,22071,,,,华东,,,,,,276.55,30,9.66,保证,经营周转,668,0,1,3,9,0.22,7,0,9
L000220,34,未婚,本科,0,19888,0.8,制造业,小型,华南,0.76,0.83,-1.29,-17.70,0.88,289.30,3,10.46,保证,设备购置,574,4,1,6,16,0.40,14,11,131
L000221,33,已婚,大专,125,74434,,,,华南,,,,,,91.13,48,4.53,信用,经营周转,722,0,0,0,3,0.15,1,0,0
L000222,61,已婚,大专,32,15806,13.2,住宿餐饮,小型,华北,2.38,0.29,8.59,6.76,20.37,1576.75,12,4.10,保证,流动资金,715,0,0,1,1,0.12,3,0,0
L000223,36,已婚,硕士,83,48841,,,,西北,,,,,,78.19,30,3.72,信用,消费,800,0,0,1,3,0.12,0,2,0
L000224,64,已婚,本科,7,18291,11.1,制造业,中型,华中,0.92,0.70,-11.14,-4.81,-1.11,514.77,9,14.00,信用,技术改造,607,4,1,6,8,0.37,4,8,92
L000225,56,已婚,大专,72,18194,14.4,金融业,小型,华中,2.90,0.25,10.93,6.25,13.22,1608.02,18,6.84,抵押,流动资金,884,0,0,0,1,0.17,3,2,0
L000226,29,丧偶,大专,53,17887,,,,东北,,,,,,160.69,36,4.19,抵押,经营周转,716,0,0,1,2,0.17,3,1,0
L000227,61,已婚,高中及以下,74,8520,,,,西北,,,,,,144.28,24,5.16,信用,流动资金,841,0,0,0,4,0.06,0,2,0
L000228,33,未婚,大专,45,14337,,,,东北,,,,,,67.23,36,4.44,抵押,消费,833,0,0,0,1,0.14,0,2,0
L000229,29,未婚,本科,115,6409,,,,华中,,,,,,27.29,24,11.68,抵押,流动资金,564,2,1,6,15,0.38,4,5,24
L000230,50,未婚,高中及以下,48,22310,,,,华中,,,,,,71.88,24,4.41,抵押,流动资金,740,0,0,1,4,0.07,1,2,0
L000231,46,已婚,大专,76,27418,1.4,信息技术,小型,华南,1.72,0.36,15.11,24.01,11.74,660.81,6,5.81,保证,设备购置,820,0,0,0,3,0.07,3,0,0
L000232,37,已婚,大专,104,18215,4.9,信息技术,小型,华中,1.04,0.66,-5.59,-3.10,-9.50,554.57,12,13.62,抵押,经营周转,527,5,1,4,9,0.31,10,5,75
L000233,64,已婚,本科,112,5610,,,,华北,,,,,,234.97,48,7.11,信用,流动资金,616,1,0,1,12,0.40,1,3,1
L000234,56,未婚,高中及以下,0,14796,10.4,农林牧渔,小型,华中,1.01,0.78,-13.97,-16.60,-3.02,88.83,36,15.64,保证,设备购置,614,6,1,5,5,0.42,8,11,52
L000235,44,离异,大专,45,34842,15.3,房地产,小型,华北,2.56,0.49,23.29,16.30,14.26,1379.28,12,4.25,信用,流动资金,822,0,0,0,6,0.16,1,1,0
L000236,35,未婚,大专,67,8337,16.5,制造业,小型,西北,0.77,0.88,-9.17,-27.80,3.08,270.71,60,12.69,保证,应收账款融资,509,1,0,3,6,0.58,11,4,51
L000237,32,未婚,高中及以下,31,68876,,,,华东,,,,,,64.03,60,7.20,信用,经营周转,835,0,0,1,3,0.10,1,1,0
L000238,30,已婚,大专,89,22771,,,,西南,,,,,,136.46,36,4.99,保证,装修,870,0,0,0,1,0.07,2,2,0
L000239,40,已婚,高中及以下,191,49308,17.2,金融业,小型,华东,2.88,0.46,23.30,8.49,17.37,685.36,18,5.28,抵押,流动资金,827,0,0,1,2,0.07,2,2,0
L000240,64,离异,硕士,11,36398,,,,华北,,,,,,124.60,12,7.13,保证,装修,900,1,0,0,0,0.06,3,2,0
L000241,50,未婚,大专,32,60416,22.0,建筑业,中型,东北,2.70,0.25,13.15,29.71,16.93,737.29,60,6.52,抵押,技术改造,703,0,0,1,2,0.20,0,0,0
L000242,57,已婚,本科,70,29743,15.1,交通运输,小型,华中,3.08,0.25,13.10,21.01,18.82,335.94,24,5.17,保证,应收账款融资,818,0,0,0,1,0.08,3,1,0
L000243,62,未婚,硕士,80,60772,,,,华东,,,,,,59.31,18,4.78,信用,装修,826,0,0,1,4,0.12,3,1,0
L000244,34,未婚,高中及以下,16,14804,16.5,科学研究,中型,西南,2.87,0.31,19.65,22.21,9.63,1202.09,36,4.05,抵押,技术改造,862,0,0,1,0,0.09,0,2,0
L000245,55,离异,本科,33,10386,3.9,制造业,小型,东北,0.72,0.89,-12.22,-14.53,4.81,546.97,36,15.68,抵押,流动资金,527,2,2,2,18,0.38,12,11,85
L000246,23,未婚,本科,0,6062,,,,华东,,,,,,241.02,12,8.81,信用,消费,639,0,0,1,3,0.26,2,0,22
L000247,31,离异,本科,103,19560,22.0,制造业,小型,华北,1.70,0.40,8.24,10.42,11.26,635.53,60,3.52,信用,设备购置,731,0,0,0,1,0.15,0,0,0
L000248,46,已婚,大专,45,10225,9.8,建筑业,小型,西南,0.80,0.78,-9.23,-4.73,-8.77,519.03,30,14.80,抵押,技术改造,589,5,0,4,15,0.68,6,7,57
L000249,53,未婚,大专,0,16583,,,,华南,,,,,,142.06,60,7.20,信用,消费,748,0,0,1,5,0.11,0,2,0
L000250,47,已婚,本科,49,76409,15.6,制造业,小型,西北,1.74,0.37,11.92,28.56,8.51,1501.82,48,6.21,信用,技术改造,803,0,0,1,5,0.12,2,2,0
L000251,34,已婚,大专,0,66282,1.0,交通运输,大型,华北,3.26,0.24,15.65,26.32,15.52,168.36,9,7.04,抵押,技术改造,859,0,0,0,5,0.16,3,1,0
L000252,25,已婚,大专,58,29271,10.9,采矿业,小型,华中,0.97,0.46,10.04,-1.28,7.42,75.55,48,8.28,保证,原材料采购,614,2,1,3,9,0.29,3,4,2
L000253,56,已婚,大专,102,27535,21.0,信息技术,大型,华南,1.20,0.58,6.87,10.21,1.00,691.36,36,10.87,保证,设备购置,682,1,0,0,6,0.18,3,0,12
L000254,47,离异,大专,10,14495,17.6,信息技术,小型,西南,0.58,1.20,-28.64,-52.21,-27.70,1270.86,24,20.06,保证,设备购置,512,4,3,5,19,0.69,17,23,123
L000255,53,已婚,硕士,57,28429,18.6,交通运输,小型,华北,1.32,0.66,6.27,-0.89,1.48,192.95,24,11.06,保证,流动资金,697,2,0,0,12,0.33,3,4,28
L000256,23,已婚,本科,3,41419,,,,华北,,,,,,92.87,12,4.31,抵押,消费,865,0,0,0,3,0.09,1,0,0
L000257,42,未婚,本科,101,9496,,,,华中,,,,,,40.74,60,16.74,抵押,消费,522,6,0,6,12,0.61,4,3,84
L000258,59,未婚,本科,30,61565,,,,西北,,,,,,51.42,6,7.38,保证,经营周转,834,0,0,0,1,0.14,2,1,0
L000259,45,已婚,大专,34,73176,,,,华东,,,,,,150.50,12,6.26,信用,装修,879,1,0,1,3,0.15,2,0,0
L000260,22,离异,大专,127,78415,,,,华南,,,,,,27.15,36,4.69,信用,装修,879,0,0,0,4,0.18,3,1,0
L000261,48,离异,高中及以下,0,7509,,,,华东,,,,,,89.38,12,9.61,信用,经营周转,698,2,1,0,6,0.37,8,3,1
L000262,58,已婚,高中及以下,112,17909,,,,西北,,,,,,251.73,36,10.11,信用,经营周转,623,2,1,1,2,0.25,5,2,28
L000263,47,离异,本科,86,28702,19.6,住宿餐饮,大型,西北,1.58,0.52,8.42,-5.78,4.01,457.46,3,11.75,抵押,经营周转,687,2,0,2,5,0.17,6,1,23
L000264,39,已婚,大专,36,17374,,,,东北,,,,,,124.02,48,6.41,抵押,装修,816,0,0,1,0,0.08,1,0,0
L000265,22,已婚,本科,109,23279,13.0,信息技术,小型,华南,2.61,0.22,23.83,16.77,14.02,1252.11,36,6.34,信用,流动资金,767,0,0,1,1,0.11,3,0,0
L000266,32,未婚,本科,51,26947,9.9,信息技术,小型,华东,1.03,0.46,1.53,11.79,8.35,760.43,48,11.42,抵押,原材料采购,650,2,0,1,10,0.16,3,2,14
L000267,31,已婚,高中及以下,30,11207,26.9,建筑业,小型,华东,1.04,0.85,-5.84,-26.06,0.80,190.65,18,16.95,抵押,设备购置,562,2,2,6,15,0.62,4,5,83
L000268,26,已婚,大专,65,14789,,,,华南,,,,,,64.01,36,5.08,保证,消费,849,0,0,0,4,0.17,1,1,0
L000269,24,未婚,硕士,23,60871,17.3,制造业,小型,西北,2.79,0.31,8.94,6.77,24.18,824.64,18,4.46,信用,技术改造,881,0,0,1,5,0.19,0,1,0
L000270,41,已婚,大专,132,16804,20.7,制造业,中型,华南,0.97,0.83,-5.21,0.99,-2.85,584.90,30,16.49,保证,技术改造,599,4,1,6,17,0.68,6,3,36
L000271,51,已婚,本科,31,17200,25.3,信息技术,小型,东北,1.60,0.23,8.77,7.69,15.22,279.52,36,6.75,保证,经营周转,818,0,0,0,3,0.13,0,1,0
L000272,41,已婚,本科,63,62529,24.3,批发零售,大型,华北,3.12,0.27,9.33,29.55,12.41,1379.48,12,3.52,抵押,设备购置,869,0,0,0,6,0.11,0,1,0
L000273,65,离异,本科,67,17728,24.6,租赁商服,小型,华东,1.55,0.37,10.47,11.04,22.32,1730.56,12,4.70,保证,技术改造,868,1,0,1,4,0.17,2,2,0
L000274,37,已婚,大专,39,68036,,,,华东,,,,,,11.50,30,7.42,信用,经营周转,889,0,0,1,3,0.05,3,2,0
L000275,58,已婚,高中及以下,100,42080,,,,华北,,,,,,188.40,30,3.58,抵押,装修,885,0,0,1,1,0.16,0,1,0
L000276,40,未婚,大专,27,38013,,,,西北,,,,,,133.98,30,6.70,信用,装修,850,0,0,1,4,0.18,3,0,0
L000277,41,已婚,大专,107,11520,,,,华中,,,,,,64.79,60,6.19,抵押,流动资金,616,0,0,1,11,0.27,7,3,8
L000278,54,未婚,高中及以下,59,11630,24.1,教育,中型,西北,3.45,0.47,18.36,26.46,9.73,1168.70,18,6.02,信用,原材料采购,766,1,0,0,6,0.18,2,0,0
L000279,29,离异,大专,0,25662,10.6,建筑业,小型,西南,2.24,0.46,14.13,21.62,10.58,1531.66,18,4.05,保证,技术改造,829,0,0,0,1,0.15,2,0,0
L000280,26,已婚,高中及以下,103,14783,,,,华东,,,,,,32.52,18,26.64,抵押,经营周转,524,8,1,9,14,1.04,30,21,178
L000281,47,已婚,高中及以下,0,21300,,,,华中,,,,,,267.99,30,10.65,信用,消费,692,2,0,2,2,0.36,3,5,0
L000282,43,未婚,高中及以下,35,10008,,,,西南,,,,,,122.58,9,6.41,信用,消费,889,0,0,1,1,0.06,2,2,0
L000283,41,未婚,高中及以下,40,15805,21.6,农林牧渔,中型,华中,0.97,0.73,-9.02,-6.66,2.23,594.13,12,14.16,抵押,原材料采购,564,3,0,1,17,0.56,5,9,43
L000284,49,离异,大专,91,10861,16.0,信息技术,小型,华南,0.75,0.74,-5.02,-15.18,-3.40,934.48,30,16.59,抵押,设备购置,512,2,2,4,18,0.46,5,2,60
L000285,45,离异,高中及以下,74,34610,,,,华南,,,,,,109.33,9,7.46,抵押,流动资金,835,0,0,0,3,0.12,1,2,0
L000286,29,未婚,高中及以下,40,11217,,,,华北,,,,,,68.84,24,6.63,保证,装修,807,0,0,1,2,0.08,3,0,0
L000287,64,未婚,大专,96,11299,13.6,批发零售,小型,华中,1.83,0.21,18.71,24.29,13.25,1325.80,12,4.27,保证,经营周转,815,0,0,0,6,0.16,0,2,0
L000288,35,已婚,本科,33,13651,,,,华北,,,,,,244.97,30,22.24,保证,消费,471,11,1,3,27,0.63,8,13,114
L000289,31,已婚,本科,129,56859,,,,华东,,,,,,192.61,3,4.69,抵押,装修,781,0,0,0,0,0.20,1,1,0
L000290,54,未婚,大专,161,16285,14.2,建筑业,小型,华东,2.31,0.28,23.06,11.73,24.38,1382.69,6,4.72,保证,流动资金,730,0,0,0,6,0.14,1,1,0
L000291,50,已婚,本科,127,55020,,,,华东,,,,,,21.43,48,5.89,信用,流动资金,736,0,0,0,6,0.09,3,2,7
L000292,47,未婚,本科,43,23126,,,,西北,,,,,,265.31,9,11.30,信用,经营周转,665,1,0,1,10,0.29,5,0,45
L000293,22,未婚,高中及以下,90,48016,,,,华中,,,,,,102.91,12,6.65,保证,消费,782,0,0,1,4,0.10,1,2,0
L000294,46,已婚,本科,61,15000,,,,华东,,,,,,146.87,48,10.07,信用,经营周转,556,6,0,3,18,0.45,13,7,76
L000295,39,已婚,本科,55,78866,3.8,批发零售,小型,华中,1.84,0.27,20.56,21.80,18.25,433.50,12,4.01,信用,设备购置,857,0,0,0,1,0.20,2,0,0
L000296,49,未婚,本科,56,6296,13.3,电力燃气,小型,西北,1.39,0.60,4.34,8.98,8.84,263.32,12,9.19,抵押,技术改造,708,2,0,2,12,0.29,8,0,3
L000297,43,已婚,大专,106,16832,,,,华中,,,,,,193.49,24,11.98,保证,经营周转,594,2,2,4,6,0.67,7,4,83
L000298,29,已婚,高中及以下,92,10400,,,,华南,,,,,,171.06,6,3.75,信用,消费,718,0,0,1,6,0.06,3,2,0
L000299,60,未婚,大专,6,15702,3.5,住宿餐饮,中型,华中,0.97,0.62,7.05,-7.30,0.12,727.63,18,11.43,抵押,经营周转,686,0,0,2,8,0.25,7,1,14
L000300,63,未婚,高中及以下,76,71735,,,,西南,,,,,,38.01,24,4.66,信用,装修,747,0,0,0,0,0.07,3,2,0
L000301,43,已婚,大专,39,57853,,,,东北,,,,,,117.56,24,5.17,抵押,流动资金,713,0,0,0,1,0.15,1,0,0
L000302,37,已婚,本科,7,16941,11.6,建筑业,中型,西南,0.55,0.65,-7.84,-10.59,-7.86,468.39,24,10.35,抵押,设备购置,617,1,2,2,16,0.39,13,5,45
L000303,23,离异,高中及以下,1,9083,,,,华东,,,,,,145.02,24,15.29,信用,流动资金,543,5,0,2,8,0.31,8,3,35
L000304,60,已婚,大专,0,74312,,,,西南,,,,,,121.59,48,6.66,抵押,消费,733,0,0,0,4,0.11,2,1,0
L000305,61,已婚,大专,60,44659,14.2,批发零售,小型,华北,2.89,0.45,16.41,11.71,14.82,1850.25,12,4.33,信用,技术改造,830,1,0,0,5,0.06,3,2,0
L000306,40,已婚,大专,0,50045,18.8,建筑业,小型,华北,2.32,0.48,13.39,14.56,11.05,544.20,24,7.11,抵押,经营周转,796,0,0,1,2,0.13,1,0,0
L000307,34,未婚,高中及以下,57,26136,,,,华东,,,,,,187.15,9,6.05,抵押,经营周转,718,0,0,0,3,0.24,4,2,13
L000308,36,已婚,本科,0,11328,,,,华北,,,,,,239.00,30,12.73,抵押,装修,596,6,0,4,15,0.51,6,8,75
L000309,22,已婚,本科,38,38651,23.0,租赁商服,小型,西南,2.67,0.40,8.55,8.48,24.61,1989.09,36,7.16,保证,技术改造,842,0,0,0,4,0.18,2,2,2
L000310,41,已婚,高中及以下,88,12622,20.8,建筑业,小型,华东,0.58,0.99,-9.32,-21.84,-0.11,116.48,3,11.37,信用,技术改造,549,2,1,1,10,0.53,11,12,38
L000311,64,已婚,大专,121,44178,8.6,制造业,小型,华中,1.63,0.34,21.73,18.15,23.48,1770.55,36,3.66,抵押,应收账款融资,890,0,0,0,1,0.18,2,1,0
L000312,37,已婚,大专,35,39109,,,,华南,,,,,,135.23,12,5.07,信用,装修,882,0,0,1,4,0.17,1,1,0
L000313,48,丧偶,大专,79,15576,,,,西南,,,,,,71.94,24,4.33,抵押,消费,837,0,0,0,5,0.16,1,1,0
L000314,30,已婚,本科,59,17118,,,,华东,,,,,,171.30,12,6.84,信用,装修,648,1,1,1,8,0.16,5,0,1
L000315,39,已婚,大专,62,21876,21.1,房地产,中型,华东,1.37,0.69,10.76,-0.23,3.08,99.79,12,10.60,信用,原材料采购,615,2,1,1,3,0.32,1,5,7
L000316,64,已婚,高中及以下,72,37928,10.2,信息技术,小型,华东,1.91,0.39,23.96,8.02,11.63,777.50,12,6.12,抵押,设备购置,703,0,0,0,5,0.15,1,0,0
L000317,60,已婚,博士,39,74400,,,,华北,,,,,,57.87,9,7.43,保证,装修,866,0,0,0,0,0.18,3,1,0
L000318,54,未婚,高中及以下,0,19686,,,,西北,,,,,,81.29,12,7.85,信用,装修,640,2,1,0,7,0.15,8,3,2
L000319,43,已婚,高中及以下,63,65008,24.5,交通运输,小型,华南,2.97,0.32,11.50,6.35,23.60,1977.91,60,6.38,保证,技术改造,751,0,0,0,5,0.06,3,2,0
L000320,30,已婚,大专,46,67847,,,,西北,,,,,,54.90,12,4.75,信用,装修,716,0,0,0,1,0.06,1,0,0
L000321,46,已婚,大专,0,24008,23.9,制造业,小型,西南,1.51,0.70,11.06,4.88,1.53,740.32,12,7.84,抵押,经营周转,673,1,0,2,9,0.17,6,3,3
L000322,47,离异,本科,57,77875,,,,华南,,,,,,103.01,36,3.78,信用,消费,750,0,0,0,0,0.05,2,1,0
L000323,46,离异,本科,60,66545,20.5,租赁商服,中型,华中,2.02,0.36,19.58,11.36,18.24,1908.38,36,3.97,抵押,应收账款融资,811,1,0,1,5,0.15,0,2,0
L000324,41,未婚,大专,73,71838,,,,华中,,,,,,149.45,12,3.94,保证,经营周转,720,0,0,0,3,0.07,3,1,0
L000325,28,已婚,本科,0,60779,11.6,租赁商服,小型,华东,1.86,0.53,15.66,25.36,11.16,212.07,6,4.54,信用,技术改造,891,0,0,1,0,0.20,3,0,0
L000326,43,已婚,高中及以下,48,11505,0.8,批发零售,大型,西南,0.88,0.93,-14.16,-22.61,1.88,406.88,24,17.46,保证,原材料采购,581,2,0,3,6,0.45,8,3,52
L000327,43,离异,高中及以下,94,68150,,,,西北,,,,,,14.88,9,7.30,信用,装修,780,0,0,1,5,0.11,0,1,0
L000328,62,已婚,高中及以下,23,25188,,,,华南,,,,,,141.63,30,10.44,信用,经营周转,660,2,1,1,2,0.40,6,0,30
L000329,55,离异,本科,57,11715,25.1,电力燃气,大型,华东,0.78,0.96,4.10,-13.12,-1.89,281.19,3,10.84,信用,流动资金,584,6,0,6,11,0.42,7,4,90
L000330,30,离异,大专,47,43421,10.3,制造业,小型,西南,3.35,0.22,13.83,27.75,20.63,1477.55,36,7.36,保证,设备购置,771,0,0,1,5,0.12,0,2,0
L000331,42,离异,大专,77,46563,29.4,批发零售,小型,东北,2.86,0.48,16.84,20.04,11.78,851.09,30,4.76,信用,原材料采购,722,0,0,0,5,0.19,2,0,0
L000332,58,已婚,本科,60,43641,11.6,采矿业,小型,西南,3.16,0.27,20.46,25.26,19.91,199.88,36,6.93,信用,原材料采购,853,0,0,0,4,0.10,0,1,6
L000333,47,已婚,本科,37,15068,3.4,批发零售,中型,华北,0.98,0.67,3.69,-19.36,-0.18,598.30,30,12.33,抵押,设备购置,502,5,1,3,11,0.57,9,8,43
L000334,32,离异,高中及以下,170,29353,2.0,采矿业,中型,华东,1.34,0.77,7.52,0.10,0.34,278.81,36,11.73,保证,技术改造,692,2,0,1,8,0.39,7,5,26
L000335,29,已婚,高中及以下,0,10623,29.6,建筑业,中型,华中,1.01,0.65,4.61,15.00,7.03,333.45,9,6.38,信用,经营周转,659,2,1,2,12,0.31,6,0,27
L000336,64,离异,高中及以下,0,19977,16.9,居民服务,小型,华东,1.03,0.52,1.93,4.06,8.51,83.26,60,7.79,信用,设备购置,704,2,1,0,10,0.36,2,1,22
L000337,53,未婚,大专,106,46751,3.4,居民服务,小型,华东,1.88,0.30,22.15,28.94,18.24,510.48,18,6.42,保证,经营周转,832,0,0,1,5,0.13,1,2,0
L000338,35,已婚,本科,55,79665,,,,华中,,,,,,46.60,36,5.92,保证,装修,802,0,0,1,5,0.11,1,2,0
L000339,43,未婚,大专,39,26721,0.8,批发零售,大型,华东,1.20,0.48,11.11,-5.61,7.28,341.22,48,6.57,抵押,经营周转,677,0,0,2,3,0.28,7,0,18
